valid_time,latitude,longitude,expver,wdir10,si10,r2,t2m
2000-07-30 18:00:00,41.728189152350694,1.8905900829590336,prod,172.70322,4.013797,64.02539,298.40356
2000-07-31 00:00:00,41.728189152350694,1.8905900829590336,prod,111.39063,0.7978427,85.447266,292.0245
2000-07-31 06:00:00,41.728189152350694,1.8905900829590336,prod,116.98442,0.8098849,86.91406,292.24838
2000-07-31 12:00:00,41.728189152350694,1.8905900829590336,prod,186.21907,3.4790864,38.689453,303.2854
2000-07-31 18:00:00,41.728189152350694,1.8905900829590336,prod,179.82834,3.6549299,47.471504,298.73746
2001-07-01 00:00:00,41.728189152350694,1.8905900829590336,prod,114.477036,1.1907295,50.54492,294.39838
2001-07-01 06:00:00,41.728189152350694,1.8905900829590336,prod,106.734604,0.80715835,49.208984,294.8769
2001-07-01 12:00:00,41.728189152350694,1.8905900829590336,prod,213.49301,3.3022988,25.160948,305.96732
2001-07-01 18:00:00,41.728189152350694,1.8905900829590336,prod,173.08633,3.7786224,32.81836,300.0778
2001-07-02 00:00:00,41.728189152350694,1.8905900829590336,prod,113.054825,1.2893443,69.91492,292.53366
2001-07-02 06:00:00,41.728189152350694,1.8905900829590336,prod,130.41434,0.13993575,64.50512,293.3377
2001-07-02 12:00:00,41.728189152350694,1.8905900829590336,prod,176.1485,2.6016643,36.48828,304.5695
2001-07-02 18:00:00,41.728189152350694,1.8905900829590336,prod,180.43752,2.9906027,40.74545,300.908
2001-07-03 00:00:00,41.728189152350694,1.8905900829590336,prod,118.73524,1.2119,63.31958,291.75928
2001-07-03 06:00:00,41.728189152350694,1.8905900829590336,prod,173.67197,0.12893699,59.457466,294.17993
2001-07-03 12:00:00,41.728189152350694,1.8905900829590336,prod,194.64066,3.029621,32.47135,304.4993
2001-07-03 18:00:00,41.728189152350694,1.8905900829590336,prod,180.36751,2.9340756,55.950897,296.84375
2001-07-04 00:00:00,41.728189152350694,1.8905900829590336,prod,126.66411,0.92574614,70.44131,292.56696
2001-07-04 06:00:00,41.728189152350694,1.8905900829590336,prod,113.81279,0.87726843,69.320885,292.77087
2001-07-04 12:00:00,41.728189152350694,1.8905900829590336,prod,167.36751,3.2698898,47.94012,298.40134
2001-07-04 18:00:00,41.728189152350694,1.8905900829590336,prod,117.69566,2.3751392,51.46928,297.85452
2001-07-05 00:00:00,41.728189152350694,1.8905900829590336,prod,79.93769,1.8538359,78.818954,292.85388
2001-07-05 06:00:00,41.728189152350694,1.8905900829590336,prod,37.765633,1.7990465,79.24609,292.8695
2001-07-05 12:00:00,41.728189152350694,1.8905900829590336,prod,173.89078,2.3195481,59.21105,298.362
2001-07-05 18:00:00,41.728189152350694,1.8905900829590336,prod,172.06288,1.7550236,79.44531,296.17792
2001-07-06 00:00:00,41.728189152350694,1.8905900829590336,prod,112.203316,0.9997095,93.01367,289.09183
2001-07-06 06:00:00,41.728189152350694,1.8905900829590336,prod,99.03127,1.2003933,84.60742,290.35333
2001-07-06 12:00:00,41.728189152350694,1.8905900829590336,prod,241.16423,1.7133216,56.208984,297.2189
2001-07-06 18:00:00,41.728189152350694,1.8905900829590336,prod,300.07034,4.220418,42.76491,295.68402
2001-07-07 00:00:00,41.728189152350694,1.8905900829590336,prod,295.71097,0.2703103,68.68164,287.7982
2001-07-07 06:00:00,41.728189152350694,1.8905900829590336,prod,74.46113,1.658205,74.16992,288.06445
2001-07-07 12:00:00,41.728189152350694,1.8905900829590336,prod,260.21884,2.7132459,32.010445,298.95306
2001-07-07 18:00:00,41.728189152350694,1.8905900829590336,prod,178.38286,2.1885266,36.81427,297.26126
2001-07-08 00:00:00,41.728189152350694,1.8905900829590336,prod,65.54752,1.0242332,70.50453,288.46692
2001-07-08 06:00:00,41.728189152350694,1.8905900829590336,prod,112.57824,0.45839047,82.90968,289.26288
2001-07-08 12:00:00,41.728189152350694,1.8905900829590336,prod,211.24248,1.8343462,38.998047,300.34683
2001-07-08 18:00:00,41.728189152350694,1.8905900829590336,prod,187.60158,2.7852147,45.222237,297.94077
2001-07-09 00:00:00,41.728189152350694,1.8905900829590336,prod,99.44555,1.0096544,78.9157,291.35565
2001-07-09 06:00:00,41.728189152350694,1.8905900829590336,prod,66.9924,1.0634613,84.50391,291.0484
2001-07-09 12:00:00,41.728189152350694,1.8905900829590336,prod,132.56268,1.7948514,54.741726,298.09164
2001-07-09 18:00:00,41.728189152350694,1.8905900829590336,prod,220.69583,1.7259637,79.45117,294.4254
2001-07-10 00:00:00,41.728189152350694,1.8905900829590336,prod,119.34407,1.0141675,92.74544,290.79053
2001-07-10 06:00:00,41.728189152350694,1.8905900829590336,prod,43.929962,1.2568642,89.19433,290.17786
2001-07-10 12:00:00,41.728189152350694,1.8905900829590336,prod,284.71094,1.7136363,51.58838,299.60483
2001-07-10 18:00:00,41.728189152350694,1.8905900829590336,prod,121.40627,3.3911555,46.849102,299.01443
2001-07-11 00:00:00,41.728189152350694,1.8905900829590336,prod,76.18764,1.0870874,79.430145,291.12677
2001-07-11 06:00:00,41.728189152350694,1.8905900829590336,prod,93.93038,0.41501775,81.386375,291.04382
2001-07-11 12:00:00,41.728189152350694,1.8905900829590336,prod,213.56262,1.8490958,49.56005,301.50668
2001-07-11 18:00:00,41.728189152350694,1.8905900829590336,prod,147.61763,3.915998,70.60295,296.76178
2001-07-12 00:00:00,41.728189152350694,1.8905900829590336,prod,124.39089,1.4070842,80.3074,291.82837
2001-07-12 06:00:00,41.728189152350694,1.8905900829590336,prod,164.68752,1.1186513,76.286804,292.811
2001-07-12 12:00:00,41.728189152350694,1.8905900829590336,prod,195.64072,4.3526173,50.98097,300.986
2001-07-12 18:00:00,41.728189152350694,1.8905900829590336,prod,177.68764,4.375067,60.949345,299.39935
2001-07-13 00:00:00,41.728189152350694,1.8905900829590336,prod,358.02347,0.61384654,86.44421,292.80255
2001-07-13 06:00:00,41.728189152350694,1.8905900829590336,prod,94.5079,0.67533326,77.57031,292.6499
2001-07-13 12:00:00,41.728189152350694,1.8905900829590336,prod,217.7112,1.7156966,44.9375,301.35272
2001-07-13 18:00:00,41.728189152350694,1.8905900829590336,prod,182.69536,3.7574804,59.81456,298.35214
2001-07-14 00:00:00,41.728189152350694,1.8905900829590336,prod,65.578125,1.422197,88.400795,292.31223
2001-07-14 06:00:00,41.728189152350694,1.8905900829590336,prod,150.5392,0.44884694,83.04435,292.88885
2001-07-14 12:00:00,41.728189152350694,1.8905900829590336,prod,211.01569,2.8793468,47.242153,301.97968
2001-07-14 18:00:00,41.728189152350694,1.8905900829590336,prod,189.51613,1.5484308,74.11914,297.91727
2001-07-15 00:00:00,41.728189152350694,1.8905900829590336,prod,155.66486,0.92456144,94.25072,292.38846
2001-07-15 06:00:00,41.728189152350694,1.8905900829590336,prod,273.57843,1.8415679,86.94943,290.2547
2001-07-15 12:00:00,41.728189152350694,1.8905900829590336,prod,261.9154,1.6936193,62.056366,293.64334
2001-07-15 18:00:00,41.728189152350694,1.8905900829590336,prod,166.75818,5.2834496,72.78319,291.68857
2001-07-16 00:00:00,41.728189152350694,1.8905900829590336,prod,103.218925,0.9950707,87.8032,288.39313
2001-07-16 06:00:00,41.728189152350694,1.8905900829590336,prod,119.1016,0.3572839,85.83143,288.05698
2001-07-16 12:00:00,41.728189152350694,1.8905900829590336,prod,204.34392,2.3186355,60.943645,292.36475
2001-07-16 18:00:00,41.728189152350694,1.8905900829590336,prod,193.45363,2.172605,70.31445,291.94543
2001-07-17 00:00:00,41.728189152350694,1.8905900829590336,prod,82.90642,1.5360113,91.0332,285.20355
2001-07-17 06:00:00,41.728189152350694,1.8905900829590336,prod,60.054855,0.5707143,87.18264,288.7979
2001-07-17 12:00:00,41.728189152350694,1.8905900829590336,prod,272.3594,2.350367,44.072166,299.08154
2001-07-17 18:00:00,41.728189152350694,1.8905900829590336,prod,205.67998,3.9831307,54.40751,298.0725
2001-07-18 00:00:00,41.728189152350694,1.8905900829590336,prod,71.21105,1.7137268,69.13313,292.2255
2001-07-18 06:00:00,41.728189152350694,1.8905900829590336,prod,311.00012,1.746195,78.595406,290.99316
2001-07-18 12:00:00,41.728189152350694,1.8905900829590336,prod,246.84386,4.3479934,31.577812,299.44604
2001-07-18 18:00:00,41.728189152350694,1.8905900829590336,prod,173.9849,3.6893113,51.814125,294.93945
2001-07-19 00:00:00,41.728189152350694,1.8905900829590336,prod,58.437553,1.485726,73.61468,289.29922
2001-07-19 06:00:00,41.728189152350694,1.8905900829590336,prod,249.17982,0.24572189,89.09285,287.46988
2001-07-19 12:00:00,41.728189152350694,1.8905900829590336,prod,164.09404,0.49574026,95.72131,286.80496
2001-07-19 18:00:00,41.728189152350694,1.8905900829590336,prod,286.3361,2.9690056,72.6928,290.311
2001-07-20 00:00:00,41.728189152350694,1.8905900829590336,prod,278.09384,2.462265,76.28704,285.92612
2001-07-20 06:00:00,41.728189152350694,1.8905900829590336,prod,215.79692,0.31257656,78.12822,284.98358
2001-07-20 12:00:00,41.728189152350694,1.8905900829590336,prod,253.26564,2.7827206,38.1971,295.8167
2001-07-20 18:00:00,41.728189152350694,1.8905900829590336,prod,186.719,1.7585968,56.2559,294.64392
2001-07-21 00:00:00,41.728189152350694,1.8905900829590336,prod,72.75784,1.3122026,98.71133,286.1904
2001-07-21 06:00:00,41.728189152350694,1.8905900829590336,prod,94.781364,1.0634267,94.421875,286.27838
2001-07-21 12:00:00,41.728189152350694,1.8905900829590336,prod,246.86722,0.6557792,39.18424,299.3438
2001-07-21 18:00:00,41.728189152350694,1.8905900829590336,prod,181.46884,4.1958547,46.707973,298.60138
2001-07-22 00:00:00,41.728189152350694,1.8905900829590336,prod,99.476746,1.3093015,76.664246,290.85303
2001-07-22 06:00:00,41.728189152350694,1.8905900829590336,prod,83.24233,0.58392876,79.77344,290.50745
2001-07-22 12:00:00,41.728189152350694,1.8905900829590336,prod,214.96098,2.4163594,26.208206,303.70383
2001-07-22 18:00:00,41.728189152350694,1.8905900829590336,prod,184.92188,3.1747465,30.960192,300.13794
2001-07-23 00:00:00,41.728189152350694,1.8905900829590336,prod,141.14848,1.1452155,57.78965,290.65268
2001-07-23 06:00:00,41.728189152350694,1.8905900829590336,prod,108.51564,0.47237888,61.583984,289.6015
2001-07-23 12:00:00,41.728189152350694,1.8905900829590336,prod,146.72693,1.8509437,19.289062,303.28128
2001-07-23 18:00:00,41.728189152350694,1.8905900829590336,prod,155.66406,1.9718556,52.50413,298.426
2001-07-24 00:00:00,41.728189152350694,1.8905900829590336,prod,91.37505,1.1358552,77.49048,292.62607
2001-07-24 06:00:00,41.728189152350694,1.8905900829590336,prod,93.89872,1.0075684,80.130745,291.73428
2001-07-24 12:00:00,41.728189152350694,1.8905900829590336,prod,229.67981,1.5238502,36.296875,303.01038
2001-07-24 18:00:00,41.728189152350694,1.8905900829590336,prod,170.28967,3.0996165,53.364807,298.3162
2001-07-25 00:00:00,41.728189152350694,1.8905900829590336,prod,109.24259,1.3120601,77.55289,292.96265
2001-07-25 06:00:00,41.728189152350694,1.8905900829590336,prod,98.02347,0.5031646,81.554596,293.81906
2001-07-25 12:00:00,41.728189152350694,1.8905900829590336,prod,223.86761,2.1403553,33.117966,303.68024
2001-07-25 18:00:00,41.728189152350694,1.8905900829590336,prod,174.82834,4.216263,42.393726,300.13885
2001-07-26 00:00:00,41.728189152350694,1.8905900829590336,prod,97.46987,0.8625442,63.88672,294.53082
2001-07-26 06:00:00,41.728189152350694,1.8905900829590336,prod,65.273834,0.8588871,67.07372,294.51678
2001-07-26 12:00:00,41.728189152350694,1.8905900829590336,prod,204.39072,2.6006012,35.49132,303.9168
2001-07-26 18:00:00,41.728189152350694,1.8905900829590336,prod,180.89076,3.5001457,34.322266,298.56476
2001-07-27 00:00:00,41.728189152350694,1.8905900829590336,prod,106.75011,1.242934,59.475903,291.07556
2001-07-27 06:00:00,41.728189152350694,1.8905900829590336,prod,93.071785,0.6033197,71.80742,291.75604
2001-07-27 12:00:00,41.728189152350694,1.8905900829590336,prod,199.2581,2.2465296,33.70703,303.29938
2001-07-27 18:00:00,41.728189152350694,1.8905900829590336,prod,170.17195,2.2757947,41.1859,299.05725
2001-07-28 00:00:00,41.728189152350694,1.8905900829590336,prod,133.72688,1.2078133,65.706635,292.2038
2001-07-28 06:00:00,41.728189152350694,1.8905900829590336,prod,47.13291,0.4261405,62.640415,291.33008
2001-07-28 12:00:00,41.728189152350694,1.8905900829590336,prod,163.34377,1.7545972,36.23633,303.5671
2001-07-28 18:00:00,41.728189152350694,1.8905900829590336,prod,156.33624,2.3680596,53.030994,299.55304
2001-07-29 00:00:00,41.728189152350694,1.8905900829590336,prod,111.98467,0.87385774,80.979034,291.52527
2001-07-29 06:00:00,41.728189152350694,1.8905900829590336,prod,69.38308,0.46039042,77.74742,292.16504
2001-07-29 12:00:00,41.728189152350694,1.8905900829590336,prod,242.75787,1.7363979,37.76866,304.98737
2001-07-29 18:00:00,41.728189152350694,1.8905900829590336,prod,180.09395,3.048988,51.258095,300.47717
2001-07-30 00:00:00,41.728189152350694,1.8905900829590336,prod,130.77348,0.800228,75.90078,293.8769
2001-07-30 06:00:00,41.728189152350694,1.8905900829590336,prod,132.86726,0.7382932,75.24837,294.62384
2001-07-30 12:00:00,41.728189152350694,1.8905900829590336,prod,240.34392,1.7035872,31.571566,304.99124
2001-07-30 18:00:00,41.728189152350694,1.8905900829590336,prod,186.33643,3.1865444,39.378613,302.11884
2001-07-31 00:00:00,41.728189152350694,1.8905900829590336,prod,90.42195,1.1074438,62.564453,295.10257
2001-07-31 06:00:00,41.728189152350694,1.8905900829590336,prod,113.23519,0.8666395,68.95974,294.84192
2001-07-31 12:00:00,41.728189152350694,1.8905900829590336,prod,224.94537,1.6739427,29.525211,308.16965
2001-07-31 18:00:00,41.728189152350694,1.8905900829590336,prod,177.06276,2.7118056,36.393677,303.63065
2002-07-01 00:00:00,41.728189152350694,1.8905900829590336,prod,93.81252,0.5605474,82.74594,286.59637
2002-07-01 06:00:00,41.728189152350694,1.8905900829590336,prod,13.305153,0.38721135,82.2988,287.2285
2002-07-01 12:00:00,41.728189152350694,1.8905900829590336,prod,230.34377,1.193591,52.064453,295.49597
2002-07-01 18:00:00,41.728189152350694,1.8905900829590336,prod,182.74236,1.775077,59.146145,292.42346
2002-07-02 00:00:00,41.728189152350694,1.8905900829590336,prod,104.38302,0.75598496,86.654015,288.25092
2002-07-02 06:00:00,41.728189152350694,1.8905900829590336,prod,75.89078,0.18847853,87.92827,288.99295
2002-07-02 12:00:00,41.728189152350694,1.8905900829590336,prod,203.72719,2.8543818,40.492188,299.42056
2002-07-02 18:00:00,41.728189152350694,1.8905900829590336,prod,165.27353,4.138089,60.510624,295.6621
2002-07-03 00:00:00,41.728189152350694,1.8905900829590336,prod,147.83606,1.4589261,77.35694,291.48505
2002-07-03 06:00:00,41.728189152350694,1.8905900829590336,prod,72.70313,0.6173983,83.508896,291.6528
2002-07-03 12:00:00,41.728189152350694,1.8905900829590336,prod,264.55487,2.7880151,37.435547,301.55353
